customer_id,customer_name,plan,billing_type,invoice_date,invoice_id,amount_usd,status,is_first_month,is_churn_month
CUST-1005,Stonegate Construction,Growth,Monthly,2025-08-11,in_4036544038,892.63,Paid,N,N
CUST-1005,Stonegate Construction,Growth,Monthly,2025-09-06,in_8a9a132ff7,894.09,Paid,N,N
CUST-1005,Stonegate Construction,Growth,Monthly,2025-10-23,in_9e0ceaa382,905.94,Paid,N,N
CUST-1005,Stonegate Construction,Growth,Monthly,2025-11-20,in_c0da309edd,892.23,Paid,N,N
CUST-1005,Stonegate Construction,Growth,Monthly,2025-12-18,in_6161eadff3,891.83,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-01-12,in_b061b95cd9,908.03,Paid,Y,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-02-11,in_a5ffbb3343,887.21,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-03-24,in_402eced847,898.84,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-04-03,in_abd782e391,904.73,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-05-08,in_7c20b5dad7,902.73,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-06-15,in_4ab82c46d0,922.31,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-07-31,in_96f9a50b4e,918.57,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-08-18,in_663a1872a0,889.26,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-09-16,in_287ed5704e,880.06,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-10-01,in_da9aea4546,922.0,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-11-15,in_7ef6ff1ac7,881.79,Paid,N,N
CUST-1006,Highfield Construction,Growth,Annual (prepaid),2025-12-27,in_8339a3df98,895.21,Paid,N,N
CUST-1007,Keystone Builders,Growth,Monthly,2025-12-14,in_4849d21905,919.27,Paid,Y,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-03-20,in_59348fd399,875.57,Paid,Y,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-04-30,in_c0b88d7b07,896.86,Paid,N,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-05-24,in_420194c331,911.57,Paid,N,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-06-11,in_22b36bba25,884.43,Paid,N,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-07-11,in_e537fd19cd,884.04,Paid,N,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-08-24,in_dc0cd2b365,921.2,Paid,N,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-09-12,in_b21b55bab1,878.72,Paid,N,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-10-12,in_a5241989c6,881.22,Paid,N,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-11-11,in_9eeda37e60,880.45,Paid,N,N
CUST-1008,Anchor Framing Co,Growth,Monthly,2025-12-17,in_b0675f0e7e,881.99,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-01-13,in_3913fe0d1e,884.17,Paid,Y,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-02-12,in_b3b6fa6766,879.31,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-03-22,in_67f96163f1,917.94,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-04-29,in_57de50dd27,888.44,Failed,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-05-04,in_3da340d226,873.12,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-06-09,in_da5bbb1b5a,888.06,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-07-13,in_7d9a349160,911.36,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-08-08,in_e2cfdf3d8b,897.6,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-09-17,in_2e094c3e75,872.24,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-10-27,in_1db9ac53b1,891.64,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-11-04,in_8180f283d3,904.72,Paid,N,N
CUST-1009,Ironwood Concrete,Growth,Monthly,2025-12-02,in_61929dab41,879.49,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-02-15,in_1b848763f6,2541.08,Paid,Y,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-03-24,in_8a28ef85a1,2553.43,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-04-29,in_5bcc75dbc1,2567.08,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-05-07,in_373ef8d2aa,2530.73,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-06-16,in_ba80c1f981,2460.83,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-07-15,in_951d5e9519,2552.85,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-08-12,in_9439ec4bb5,2467.55,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-09-16,in_4f41bcc514,2526.77,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-10-31,in_daf6269ea3,2536.57,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-11-24,in_486de07953,2567.75,Paid,N,N
CUST-1010,Highfield Roofing,Pro,Annual (prepaid),2025-12-16,in_81ea9848b8,2441.43,Paid,N,N
CUST-1011,Pinecrest Contracting,Pro,Monthly,2025-12-24,in_7bc5f51cf3,2485.08,Failed,Y,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-01-16,in_215dd41063,2482.74,Paid,Y,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-02-21,in_c26f72b18d,2483.87,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-03-24,in_25f8412628,2554.6,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-04-14,in_70495a773b,2460.45,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-05-12,in_9ee559b9d7,2535.72,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-06-17,in_361d453cc7,2550.13,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-07-21,in_8d4ca1f683,2526.11,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-08-24,in_1f81441107,2440.26,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-09-15,in_5b817ba937,2532.33,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-10-30,in_3ea3959ae5,2532.94,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-11-22,in_31831fe410,2494.82,Paid,N,N
CUST-1012,Highfield Roofing,Pro,Monthly,2025-12-25,in_a895713900,2470.77,Paid,N,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-04-01,in_c603f20386,6630.16,Paid,Y,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-05-18,in_e3bfd7242e,6944.63,Failed,N,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-06-30,in_877a5021cc,6673.2,Paid,N,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-07-22,in_34b7573ec4,6970.59,Paid,N,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-08-28,in_5e4e1f8353,6728.79,Paid,N,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-09-19,in_8ee99a704b,6918.76,Paid,N,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-10-28,in_cfc50720e3,6838.03,Paid,N,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-11-29,in_c5eb3ecec1,6831.24,Paid,N,N
CUST-1013,Summit Electrical Co,Enterprise,Annual (prepaid),2025-12-22,in_84bf2b16b6,6647.98,Failed,N,N
CUST-1014,Cobalt Trades Group,Growth,Monthly,2025-09-02,in_4688a7503c,914.65,Paid,Y,N
CUST-1014,Cobalt Trades Group,Growth,Monthly,2025-10-30,in_e2b6463a54,875.7,Paid,N,N
CUST-1014,Cobalt Trades Group,Growth,Monthly,2025-11-08,in_7d190421b5,874.29,Refunded,N,N
CUST-1014,Cobalt Trades Group,Growth,Monthly,2025-12-30,in_86ba62f758,878.65,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-01-15,in_57ec04688c,292.08,Paid,Y,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-02-13,in_6f941aa1fa,298.12,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-03-09,in_90517b9f26,301.08,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-04-11,in_b3f63d4dbf,299.18,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-05-26,in_ad9ce72bcd,306.23,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-06-25,in_cde0cad818,298.25,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-07-22,in_1d3be8b12f,302.66,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-08-27,in_69cc3aca8b,296.09,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-09-17,in_9891f047f3,305.65,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-10-03,in_c971ba0179,294.69,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-11-24,in_e8a76ef7fe,295.61,Paid,N,N
CUST-1015,Vantage Roofing,Starter,Annual (prepaid),2025-12-18,in_933ee4f1c1,304.68,Refunded,N,N
CUST-1016,Ironwood Builders,Starter,Monthly,2025-06-01,in_a57b74f3de,303.19,Paid,Y,N
CUST-1016,Ironwood Builders,Starter,Monthly,2025-07-08,in_2e5d5f482e,299.27,Paid,N,N
CUST-1016,Ironwood Builders,Starter,Monthly,2025-08-24,in_475e46b558,305.59,Paid,N,N
CUST-1016,Ironwood Builders,Starter,Monthly,2025-09-05,in_e04d8c245b,304.46,Paid,N,N
CUST-1016,Ironwood Builders,Starter,Monthly,2025-10-13,in_3fbcb7c872,305.61,Paid,N,N
CUST-1016,Ironwood Builders,Starter,Monthly,2025-11-23,in_3a2ee41d76,304.01,Failed,N,N
CUST-1016,Ironwood Builders,Starter,Monthly,2025-12-06,in_1b4c6bdddc,294.01,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-02-23,in_d0f9ae6c83,290.48,Paid,Y,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-03-28,in_9c1c32fbd1,295.22,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-04-14,in_bda74f9a74,306.23,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-05-18,in_3702645df0,296.73,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-06-26,in_3b703a790d,297.64,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-07-13,in_b70729a539,298.26,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-08-24,in_1c7662c4f7,307.07,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-09-22,in_7088672493,296.09,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-10-23,in_3d8fc9e064,302.5,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-11-06,in_8f6751a499,302.21,Paid,N,N
CUST-1017,Cobalt Electrical Co,Starter,Monthly,2025-12-28,in_42a3d8ba8e,301.17,Failed,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-03-26,in_2cbc3cf030,297.49,Paid,Y,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-04-08,in_e0560512c5,304.91,Paid,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-05-08,in_70df954409,293.61,Paid,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-06-25,in_345d335bfc,302.64,Paid,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-07-21,in_2702be246a,300.83,Paid,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-08-05,in_2345635e16,303.86,Paid,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-09-15,in_e293022a43,297.13,Paid,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-10-31,in_533e87ce62,296.9,Paid,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-11-13,in_d4d09dd165,295.95,Paid,N,N
CUST-1018,Highfield Electrical Co,Starter,Monthly,2025-12-12,in_a0d9bd1309,302.92,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-01-15,in_37f07c7502,897.66,Paid,Y,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-02-08,in_930c2d14b7,890.19,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-03-23,in_6b8935010a,892.69,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-04-14,in_b36fed53e3,877.49,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-05-20,in_862f713b6a,894.74,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-06-14,in_a588a68230,914.76,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-07-15,in_86b8ee1054,880.92,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-08-30,in_6d1189a6ee,904.91,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-09-27,in_acdea5fc88,898.49,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-10-24,in_e36cdab66d,918.65,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-11-29,in_adbf3b076e,873.53,Paid,N,N
CUST-1019,Brightline General Contractors,Growth,Monthly,2025-12-31,in_98ed244750,909.57,Paid,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-03-01,in_6bb745e0d2,881.56,Paid,Y,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-04-13,in_6ecb071440,917.56,Paid,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-05-03,in_aea4d6aa29,908.7,Refunded,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-06-24,in_a082748041,917.49,Paid,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-07-15,in_55e1bad218,921.24,Paid,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-08-02,in_ad52e75ada,909.25,Paid,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-09-22,in_937dde915e,896.73,Paid,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-10-28,in_db6377c79d,898.42,Paid,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-11-01,in_e16a246d64,903.15,Failed,N,N
CUST-1020,Foster Contracting,Growth,Monthly,2025-12-06,in_1a8af8ef06,875.83,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-02-22,in_38e21651ba,880.04,Paid,Y,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-03-19,in_55e480caea,896.02,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-04-16,in_e372efc37f,902.19,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-05-13,in_7544518234,890.42,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-06-20,in_2dec84f335,872.91,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-07-13,in_5674f3aaf8,902.2,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-08-11,in_5639b6fd19,874.26,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-09-12,in_633db84425,895.14,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-10-07,in_bb3209cbd2,896.7,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-11-21,in_c37d7b54d8,896.06,Paid,N,N
CUST-1021,Anchor Concrete,Growth,Monthly,2025-12-11,in_8d5c0ae2ef,922.83,Paid,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-01-17,in_17f881a0cc,880.9,Paid,Y,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-02-08,in_a0c526a22d,880.59,Paid,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-03-07,in_208dc12c29,925.56,Paid,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-04-01,in_51c2b519e3,913.26,Failed,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-05-09,in_b902f0095a,902.84,Paid,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-06-10,in_1c8b5da689,878.77,Refunded,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-07-08,in_e301152356,873.82,Paid,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-08-04,in_e2aa68eb46,888.26,Paid,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-09-03,in_6392433249,906.67,Paid,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-10-23,in_d39934386b,895.11,Failed,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-11-26,in_69303b5ee8,899.88,Paid,N,N
CUST-1022,Redwood Mechanical,Growth,Annual (prepaid),2025-12-07,in_911c98d7b2,893.28,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-01-22,in_c2b606201d,874.88,Paid,Y,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-02-22,in_77303fa045,884.49,Failed,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-03-23,in_d429f60a6e,893.64,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-04-14,in_dae3e9f95c,881.88,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-05-31,in_c59ffbc195,923.39,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-06-07,in_2f41e0ee0f,912.04,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-07-25,in_b59fd179c9,907.08,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-08-11,in_71765efe6d,893.99,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-09-26,in_5c73f97185,879.3,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-10-25,in_272196a0fb,889.9,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-11-07,in_e2cef95dd3,876.65,Paid,N,N
CUST-1023,Pinecrest Mechanical,Growth,Monthly,2025-12-11,in_8f0da2027c,906.29,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-01-12,in_9358b3239a,2519.82,Paid,Y,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-02-18,in_7a6a29cc66,2545.72,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-03-28,in_6cb00d41e1,2526.8,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-04-03,in_1dcc8fd59c,2516.9,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-05-25,in_3ddf88c79b,2505.89,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-06-28,in_97b5f4c03a,2543.56,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-07-22,in_670769e85e,2566.36,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-08-28,in_77319c879d,2507.21,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-09-07,in_5ed6d6ac80,2470.1,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-10-27,in_da2e9a1b1c,2432.57,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-11-18,in_b56d8c183b,2525.98,Paid,N,N
CUST-1024,Pinecrest Roofing,Pro,Monthly,2025-12-17,in_e343479acc,2520.18,Paid,N,N
CUST-1025,Pinecrest Framing Co,Growth,Monthly,2025-11-25,in_2da4076b21,913.05,Paid,Y,N
CUST-1025,Pinecrest Framing Co,Growth,Monthly,2025-12-24,in_1b1c72b3c5,920.81,Paid,N,N
CUST-1026,Timberview Contracting,Enterprise,Monthly,2025-07-13,in_69c8addd4d,6799.16,Paid,Y,N
CUST-1026,Timberview Contracting,Enterprise,Monthly,2025-08-09,in_c78175229b,6831.07,Paid,N,N
